1359075328.299884,1
1359075328.411207,18
1359075328.521768,19
1359075328.632018,15
1359075328.742273,9
1359075328.853091,13
1359075328.967068,15
1359075329.078014,14
1359075329.188737,15
1359075329.299148,17
1359075329.409879,19
1359075329.521081,20
1359075329.631519,17
1359075329.741873,14
1359075329.852801,13
1359075329.963150,16
1359075330.073716,18
1359075330.185566,18
1359075330.296113,18
1359075330.417184,17
1359075330.528592,13
1359075330.640017,11
1359075330.750655,13
1359075330.861272,14
1359075330.971605,14
1359075331.081791,15
1359075331.192883,17
1359075331.303253,19
1359075331.413535,17
1359075331.524662,18
1359075331.659141,16
1359075331.770082,8
1359075331.880429,12
1359075331.990694,13
1359075332.101254,15
1359075332.213207,14
1359075332.325265,11
1359075332.439417,10
1359075332.550104,12
1359075332.660462,13
1359075332.771099,14
1359075332.881590,15
1359075332.991936,18
1359075333.102422,16
1359075333.213060,18
1359075333.323667,18
1359075333.442866,17
1359075333.553544,11
1359075333.663970,10
1359075333.774207,11
1359075333.884759,12
1359075333.998324,13
1359075334.108760,14
1359075334.219706,15
1359075334.329926,16
1359075334.440636,16
1359075334.551191,17
1359075334.661928,18
1359075334.772274,18
1359075334.882895,19
1359075334.993445,19
1359075335.103588,12
1359075335.214100,10
1359075335.324427,11
1359075335.434936,12
1359075335.545724,14
1359075335.656364,14
1359075335.766699,16
1359075335.877125,16
1359075335.987707,17
1359075336.100137,19
1359075336.211353,19
1359075336.322383,19
1359075336.433950,20
1359075336.545385,16
1359075336.657027,5
1359075336.767441,10
1359075336.878260,11
1359075336.988839,15
1359075337.099405,13
1359075337.210979,14
1359075337.321585,15
1359075337.432178,18
1359075337.542536,19
1359075337.653702,16
1359075337.764509,10
1359075337.874977,9
1359075337.985631,9
1359075338.097652,11
1359075338.208553,12
1359075338.319096,13
1359075338.429517,14
1359075338.540192,16
1359075338.650544,18
1359075338.761603,19
1359075338.872331,20
1359075338.982604,19
1359075339.093361,18
1359075339.204009,15
1359075339.314664,10
1359075339.429723,10
