1358747941.242054,0
1358747941.353323,19
1358747941.463832,25
1358747941.575430,35
1358747941.687072,36
1358747941.798663,40
1358747941.910049,45
1358747942.020760,49
1358747942.132079,52
1358747942.244072,61
1358747942.356372,67
1358747942.467094,58
1358747942.577452,68
1358747942.689102,77
1358747942.802459,73
1358747942.914977,87
1358747943.026387,76
1358747943.137166,92
1358747943.248112,79
1358747943.359013,96
1358747943.470035,83
1358747943.581033,97
1358747943.691717,85
1358747943.802301,100
1358747943.912940,89
1358747944.023399,77
1358747944.142801,74
1358747944.253151,61
1358747944.364254,51
1358747944.474982,39
1358747944.585954,30
1358747944.697196,50
1358747944.807792,51
1358747944.918149,53
1358747945.028462,54
1358747945.138769,54
1358747945.249093,56
1358747945.359367,56
1358747945.469585,56
1358747945.579778,55
1358747945.690245,58
1358747945.800824,57
1358747945.911144,58
1358747946.021572,58
1358747946.132360,59
1358747946.242942,60
1358747946.353249,60
1358747946.463617,60
1358747946.574158,62
1358747946.684624,61
1358747946.795139,60
1358747946.905412,62
1358747947.015864,62
1358747947.126246,64
1358747947.236700,63
1358747947.347129,61
1358747947.457389,62
1358747947.567712,63
1358747947.678194,64
1358747947.788500,64
1358747947.898941,64
1358747948.009450,66
1358747948.119775,66
1358747948.230306,66
1358747948.341160,66
1358747948.453833,65
1358747948.565383,67
1358747948.677127,67
1358747948.789057,67
1358747948.899610,64
1358747949.009875,63
1358747949.120128,64
1358747949.230498,64
1358747949.345801,58
1358747949.458153,57
1358747949.570163,58
1358747949.681719,57
1358747949.794069,55
1358747949.905666,56
1358747950.017307,58
1358747950.129003,58
1358747950.241792,59
1358747950.353378,58
1358747950.464959,59
1358747950.576598,59
1358747950.688412,58
1358747950.799974,58
1358747950.910981,60
1358747951.022912,61
1358747951.139971,61
1358747951.251619,61
1358747951.363252,61
1358747951.475522,60
1358747951.587120,60
1358747951.700123,60
1358747951.812808,61
1358747951.925988,61
1358747952.038591,62
1358747952.150933,62
1358747952.261912,63
1358747952.374164,63
1358747952.485774,63
1358747952.597446,63
1358747952.708936,64
1358747952.820706,63
1358747952.932388,63
1358747953.044350,64
1358747953.156736,64
1358747953.270600,65
1358747953.384573,65
1358747953.497164,65
1358747953.609023,65
1358747953.720568,66
1358747953.832200,66
1358747953.944384,65
1358747954.056407,66
1358747954.168950,66
1358747954.280285,67
1358747954.391343,67
1358747954.502860,68
1358747954.615543,68
1358747954.727127,67
1358747954.839219,69
1358747954.949989,75
1358747955.060510,75
1358747955.171075,73
1358747955.282051,74
1358747955.394995,75
1358747955.507296,79
1358747955.619061,79
1358747955.732133,79
1358747955.843997,79
1358747955.955632,78
1358747956.067064,78
1358747956.177831,78
1358747956.288286,78
1358747956.398669,79
1358747956.509313,78
1358747956.621067,79
1358747956.732917,79
1358747956.845036,80
1358747956.956099,80
1358747957.067079,81
1358747957.178609,82
1358747957.289173,82
1358747957.399642,80
1358747957.510206,80
1358747957.620869,82
1358747957.731410,78
1358747957.842158,83
1358747957.952706,83
1358747958.063049,82
1358747958.174644,82
1358747958.285846,84
1358747958.397475,83
1358747958.507763,82
1358747958.618042,82
1358747958.728494,83
1358747958.839219,83
1358747958.949837,81
1358747959.060259,83
1358747959.170673,82
1358747959.287443,82
1358747959.398339,82
1358747959.509784,82
1358747959.620472,85
1358747959.730788,83
1358747959.841496,83
1358747959.953309,84
1358747960.064824,84
1358747960.175309,84
1358747960.287067,86
1358747960.398663,86
1358747960.510359,86
1358747960.622073,85
1358747960.733449,85
1358747960.845056,87
1358747960.956747,88
1358747961.068531,87
1358747961.181395,87
1358747961.294858,87
1358747961.406560,86
1358747961.518903,88
1358747961.630420,86
1358747961.740970,87
1358747961.852459,87
1358747961.962903,88
1358747962.073170,87
1358747962.183456,81
1358747962.295072,77
1358747962.406784,76
1358747962.519052,76
1358747962.630590,75
1358747962.742275,75
1358747962.854799,73
1358747962.966547,75
1358747963.076948,75
1358747963.187384,73
1358747963.297687,74
1358747963.408186,75
1358747963.519747,76
1358747963.631545,75
1358747963.743321,75
1358747963.854777,74
1358747963.967205,74
1358747964.078669,75
1358747964.190180,75
1358747964.303738,75
1358747964.414071,76
1358747964.524485,77
1358747964.635119,76
1358747964.748697,75
1358747964.861007,75
1358747964.972979,75
1358747965.083694,77
1358747965.194483,77
1358747965.306064,76
1358747965.417476,76
1358747965.528939,76
1358747965.640581,77
1358747965.753314,78
1358747965.865250,77
1358747965.976904,77
1358747966.089349,76
1358747966.200893,77
1358747966.311467,77
1358747966.422795,78
1358747966.534334,78
1358747966.645860,78
1358747966.757998,78
1358747966.869688,78
1358747966.981839,77
1358747967.094165,78
1358747967.205370,79
1358747967.317776,80
1358747967.428282,80
1358747967.539671,79
1358747967.650987,79
1358747967.761207,79
1358747967.871653,86
1358747967.983607,86
1358747968.095437,86
1358747968.207073,85
1358747968.319536,86
1358747968.431510,88
1358747968.541962,91
1358747968.652609,90
1358747968.763032,89
1358747968.873437,89
1358747968.983848,89
1358747969.096576,88
1358747969.208535,89
1358747969.329870,90
1358747969.441418,91
1358747969.553644,91
1358747969.666055,89
1358747969.778516,90
1358747969.890696,91
1358747970.002526,92
1358747970.114124,91
1358747970.226028,91
1358747970.337750,92
1358747970.449162,91
1358747970.560655,92
1358747970.671055,93
1358747970.782534,94
1358747970.894765,94
1358747971.006163,93
1358747971.116508,94
1358747971.227389,94
1358747971.338203,93
1358747971.451768,93
1358747971.563331,95
1358747971.674968,95
1358747971.786473,93
1358747971.897512,95
1358747972.008115,93
1358747972.118468,94
1358747972.228950,95
1358747972.339247,94
1358747972.449471,94
1358747972.559784,93
1358747972.670181,93
1358747972.780414,93
1358747972.890962,94
1358747973.001553,95
1358747973.111958,95
1358747973.222339,95
1358747973.332701,95
1358747973.442962,94
1358747973.553215,94
1358747973.663616,96
1358747973.774001,96
1358747973.884290,94
1358747973.994728,97
1358747974.105122,96
1358747974.215405,97
1358747974.329472,97
1358747974.439922,96
1358747974.550298,98
1358747974.660767,100
1358747974.771010,98
1358747974.881276,97
1358747974.991661,98
1358747975.101929,98
1358747975.212313,98
1358747975.322632,96
1358747975.432989,97
1358747975.543280,96
1358747975.653807,97
1358747975.764278,97
1358747975.874783,98
1358747975.985045,97
1358747976.095453,97
1358747976.205819,88
1358747976.316166,87
1358747976.426409,86
1358747976.536815,88
1358747976.647202,89
1358747976.757708,89
1358747976.868862,86
1358747976.979227,87
1358747977.089658,88
1358747977.200067,88
1358747977.310355,87
1358747977.420598,87
1358747977.531016,87
1358747977.641372,86
1358747977.751712,85
1358747977.862219,86
1358747977.972586,86
1358747978.083010,88
1358747978.193389,88
1358747978.303702,85
1358747978.413912,87
1358747978.524220,88
1358747978.634764,87
1358747978.745018,87
1358747978.855336,86
1358747978.965647,87
1358747979.075973,87
1358747979.186350,86
1358747979.296678,88
1358747979.407035,88
1358747979.517354,88
1358747979.627848,89
1358747979.738068,88
1358747979.848376,85
1358747979.958766,89
1358747980.069753,88
1358747980.180017,82
1358747980.290229,87
1358747980.400764,89
1358747980.511178,89
1358747980.621619,89
1358747980.731923,89
1358747980.842445,89
1358747980.952862,90
1358747981.063303,88
1358747981.173633,89
1358747981.284041,89
1358747981.394273,84
1358747981.504596,88
1358747981.614967,90
1358747981.726349,89
1358747981.838378,90
1358747981.949422,90
1358747982.059640,89
1358747982.169961,91
1358747982.280385,90
1358747982.390581,90
1358747982.500823,90
1358747982.611074,94
1358747982.721547,98
1358747982.832069,96
1358747982.942351,92
1358747983.052736,97
1358747983.163038,98
1358747983.273389,97
1358747983.383822,99
1358747983.494151,100
1358747983.604575,93
1358747983.718265,100
1358747983.829606,99
1358747983.940218,89
1358747984.051466,99
1358747984.161713,97
1358747984.272009,90
1358747984.382226,83
1358747984.492447,71
1358747984.602767,59
1358747984.713187,53
1358747984.823553,40
1358747984.934171,58
1358747985.044652,57
1358747985.154949,57
1358747985.265229,58
1358747985.375415,57
1358747985.485590,57
1358747985.595997,60
1358747985.706367,60
1358747985.816753,60
1358747985.927303,58
1358747986.037524,59
1358747986.147746,58
1358747986.257935,58
1358747986.368148,57
1358747986.478401,59
1358747986.588545,58
1358747986.698940,60
1358747986.809148,62
1358747986.919446,61
1358747987.029670,60
1358747987.139847,60
1358747987.250175,61
1358747987.360360,61
1358747987.470608,62
1358747987.580790,62
1358747987.691329,64
1358747987.801715,62
1358747987.912270,63
1358747988.022758,64
1358747988.133139,62
1358747988.243303,63
1358747988.353584,64
1358747988.463871,64
1358747988.574007,64
1358747988.684314,55
1358747988.794843,51
1358747988.905142,51
1358747989.015511,53
1358747989.125911,51
1358747989.236083,50
1358747989.346268,50
1358747989.460407,51
1358747989.570719,52
1358747989.681013,52
1358747989.791251,51
1358747989.901560,51
1358747990.011935,52
1358747990.122244,51
1358747990.232739,52
1358747990.342937,52
1358747990.453293,52
1358747990.563803,53
1358747990.674113,53
1358747990.784336,52
1358747990.894633,52
1358747991.004958,53
1358747991.115328,54
1358747991.225643,53
1358747991.335773,53
1358747991.446067,54
1358747991.556444,54
1358747991.666766,52
1358747991.776997,53
1358747991.887309,54
1358747991.998096,55
1358747992.109102,55
1358747992.219380,54
1358747992.329645,54
1358747992.439964,55
1358747992.550248,55
1358747992.660441,54
1358747992.770762,55
1358747992.881079,56
1358747992.991366,56
